08:54:39.763 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
08:54:49.589 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.005135
08:54:49.617 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.003373
08:54:49.649 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.007325
08:54:49.720 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.004203
08:54:49.759 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.005963
08:54:49.782 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.003544
08:54:49.818 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002490
08:54:49.859 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.004036
08:54:49.924 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.018790
08:54:49.946 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002351
08:54:50.056 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.012004
08:54:50.101 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002850
08:54:50.122 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001631
08:54:50.149 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001922
08:54:50.169 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.003877
08:54:50.212 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001984
08:54:50.246 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002680
08:54:50.270 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001879
08:54:50.291 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001521
08:54:50.312 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002183
08:54:50.334 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001795
08:54:50.357 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002253
08:54:50.394 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002506
08:54:50.439 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.003742
08:54:50.482 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.003196
08:54:50.528 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002743
08:54:50.549 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002338
08:54:50.567 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001565
08:54:50.584 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001625
08:54:50.602 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001905
08:54:50.621 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.004368
08:54:50.639 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001559
08:54:50.658 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001678
08:54:50.686 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001898
08:54:50.716 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001878
08:54:50.740 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002474
08:54:50.767 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002164
08:54:50.790 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001888
08:54:50.823 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001785
08:54:50.851 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002482
08:54:50.909 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.003344
08:54:50.940 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002084
08:54:50.964 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.004291
08:54:50.985 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001919
08:54:51.003 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001910
08:54:51.025 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002490
08:54:51.044 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001616
08:54:51.066 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001790
08:54:51.086 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002053
08:54:51.106 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001758
08:54:51.125 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002262
08:54:51.143 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001711
08:54:51.160 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001452
08:54:51.178 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001794
08:54:51.195 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001593
08:54:51.218 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001803
08:54:51.249 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002276
08:54:51.270 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001518
08:54:51.291 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001725
08:54:51.315 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001826
08:54:51.341 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001873
08:54:51.363 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001750
08:54:51.387 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001827
08:54:51.422 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.003964
08:54:51.447 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002234
08:54:51.489 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002382
08:54:51.631 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.003307
08:54:51.660 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002922
08:54:51.680 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001999
08:54:51.705 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.003207
08:54:51.781 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.004198
08:54:51.844 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.004067
08:54:51.869 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002241
08:54:51.891 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.003100
08:54:51.916 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002233
08:54:51.936 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001819
08:54:51.961 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002096
08:54:52.058 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.004072
08:54:52.117 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.005008
08:54:52.151 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.005402
08:54:52.178 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002799
08:54:52.200 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001733
08:54:52.227 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002901
08:54:52.258 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001789
08:54:52.301 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.004092
08:54:52.355 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.003058
08:54:52.392 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.004914
08:54:52.431 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.003422
08:54:52.465 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.003191
08:54:52.514 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002919
08:54:52.551 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.003570
08:54:52.576 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002738
08:54:52.601 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.004630
08:54:52.635 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.004336
08:54:52.671 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.003198
08:54:52.700 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001767
08:54:52.727 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002038
08:54:52.755 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.003036
08:54:52.790 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.004178
08:54:52.823 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002853
08:54:52.861 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002282
08:54:52.883 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001927
08:54:52.904 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001688
08:54:52.926 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001909
08:54:52.947 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002020
08:54:52.970 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002732
08:54:52.992 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002774
08:54:53.016 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002683
08:54:53.040 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002066
08:54:53.077 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002610
08:54:53.105 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002335
08:54:53.134 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002451
08:54:53.158 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002072
08:54:53.186 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.003452
08:54:53.207 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001812
08:54:53.228 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001700
08:54:53.250 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002147
08:54:53.271 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001704
08:54:53.305 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002820
08:54:53.331 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002071
08:54:53.355 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002104
08:54:53.376 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001516
08:54:53.394 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001738
08:54:53.412 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001695
08:54:53.431 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001775
08:54:53.451 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002204
08:54:53.486 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.003165
08:54:53.526 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.003799
08:54:53.561 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.003177
08:54:53.605 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002105
08:54:53.630 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001810
08:54:53.657 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001821
08:54:53.679 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001684
08:54:53.721 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002502
08:54:53.805 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.008130
08:54:53.882 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002402
08:54:53.915 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002561
08:54:53.934 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001608
08:54:53.952 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001711
08:54:53.982 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002753
08:54:54.000 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001667
08:54:54.022 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001867
08:54:54.042 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001659
08:54:54.067 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002382
08:54:54.095 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001678
08:54:54.151 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.003511
08:54:54.175 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002225
08:54:54.202 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002140
08:54:54.234 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001963
08:54:54.266 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002218
08:54:54.294 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.003066
08:54:54.352 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.005034
08:54:54.381 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001793
08:54:54.421 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.002264
08:54:54.459 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001716
08:54:54.481 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001858
08:54:54.501 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001918
08:54:54.522 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002031
08:54:54.545 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001655
08:54:54.568 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002183
08:54:54.592 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002893
08:54:54.611 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001726
08:54:54.633 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001773
08:54:54.663 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002290
08:54:54.691 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.003203
08:54:54.716 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002606
08:54:54.740 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001988
08:54:54.762 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002139
08:54:54.788 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.003525
08:54:54.835 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.005154
08:54:54.882 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002706
08:54:54.942 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002387
08:54:54.965 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002121
08:54:54.991 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002269
08:54:55.020 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002541
08:54:55.045 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001847
08:54:55.077 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002174
08:54:55.104 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001856
08:54:55.135 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002883
08:54:55.176 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002158
08:54:55.204 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002458
08:54:55.270 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.003907
08:54:55.383 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.017477
08:54:55.430 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.003609
08:54:55.465 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.001837
08:54:55.492 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.004654
08:54:55.511 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002016
08:54:55.529 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001726
08:54:55.555 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.003666
08:54:55.581 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.003279
08:54:55.600 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001608
08:54:55.620 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002106
08:54:55.648 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002212
08:54:55.701 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.003634
08:54:55.725 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002334
08:54:55.748 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001745
08:54:55.769 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002026
08:54:55.792 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002027
08:54:55.828 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.004344
08:54:55.853 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.001775
08:54:55.878 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002734
08:54:55.899 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.002025
08:54:55.918 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001824
08:54:55.941 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001658
08:54:55.962 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001381
08:54:55.983 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002389
08:54:56.008 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001613
08:54:56.031 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002120
08:54:56.051 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.001699
08:54:56.071 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001995
08:54:56.093 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.001766
08:54:56.130 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002437
08:54:56.164 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.003003
08:54:56.203 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-56zqh
|200|0.002849
08:54:56.268 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.005644
08:54:56.383 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.002469
08:54:56.449 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.004740
08:54:56.488 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.005084
08:54:56.552 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.007989
08:54:56.606 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.003409
08:54:56.676 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.004129
08:54:56.723 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bsx8g
|200|0.003201
08:54:56.766 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002120
08:54:56.791 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002436
08:54:56.819 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.005168
08:54:56.841 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002384
08:54:56.862 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001858
08:54:56.888 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002410
08:54:56.912 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002440
08:54:56.940 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.002459
08:54:57.035 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.007579
08:54:57.093 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-bxv2v
|200|0.005852
08:54:57.135 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.005742
08:54:57.163 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002182
08:54:57.198 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-ncpfc
|200|0.004926
08:54:57.221 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.002042
