08:55:23.704 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
08:55:36.913 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001385
08:55:36.931 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001575
08:55:36.949 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001736
08:55:36.968 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002365
08:55:36.987 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001498
08:55:37.005 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001561
08:55:37.082 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.003070
08:55:37.145 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.005560
08:55:37.173 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001756
08:55:37.211 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002022
08:55:37.257 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002058
08:55:37.302 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001919
08:55:37.347 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.004030
08:55:37.403 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.003375
08:55:37.428 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001833
08:55:37.463 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001791
08:55:37.484 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001652
08:55:37.514 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.002161
08:55:37.539 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.002091
08:55:37.560 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001795
08:55:37.594 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001914
08:55:37.617 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001589
08:55:37.638 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001625
08:55:37.664 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002345
08:55:37.687 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002062
08:55:37.712 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001642
08:55:37.733 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001537
08:55:37.753 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001845
08:55:37.772 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001803
08:55:37.794 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001538
08:55:37.813 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001565
08:55:37.833 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001630
08:55:37.852 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001731
08:55:37.870 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001594
08:55:37.890 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001762
08:55:37.908 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001670
08:55:37.927 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001617
08:55:37.946 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001584
08:55:37.964 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002183
08:55:37.983 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001595
08:55:38.003 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001785
08:55:38.024 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.002485
08:55:38.043 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001539
08:55:38.062 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001466
08:55:38.081 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001564
08:55:38.100 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001821
08:55:38.119 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001650
08:55:38.138 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001771
08:55:38.158 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001486
08:55:38.176 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001569
08:55:38.194 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001395
08:55:38.211 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001400
08:55:38.229 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001492
08:55:38.249 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001731
08:55:38.268 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001591
08:55:38.287 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001508
08:55:38.305 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001578
08:55:38.355 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.003445
08:55:38.376 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001669
08:55:38.414 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.003785
08:55:38.434 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001718
08:55:38.452 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001486
08:55:38.471 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001305
08:55:38.490 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001589
08:55:38.508 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001645
08:55:38.526 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001450
08:55:38.544 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001499
08:55:38.562 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001981
08:55:38.579 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001386
08:55:38.596 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001388
08:55:38.614 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001409
08:55:38.643 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001376
08:55:38.665 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001451
08:55:38.684 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001537
08:55:38.702 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001541
08:55:38.722 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001481
08:55:38.742 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001615
08:55:38.761 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001827
08:55:38.780 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001846
08:55:38.798 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001597
08:55:38.815 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001354
08:55:38.832 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001410
08:55:38.850 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001770
08:55:38.869 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001529
08:55:38.890 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001576
08:55:38.909 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001638
08:55:38.927 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001510
08:55:38.946 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001816
08:55:38.965 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001389
08:55:38.983 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001475
08:55:39.000 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001418
08:55:39.018 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001813
08:55:39.037 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001705
08:55:39.055 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001501
08:55:39.073 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001532
08:55:39.090 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001511
08:55:39.108 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001502
08:55:39.125 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001523
08:55:39.145 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.003330
08:55:39.161 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001280
08:55:39.184 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001441
08:55:39.203 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001236
08:55:39.220 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001484
08:55:39.238 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001383
08:55:39.254 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001395
08:55:39.274 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001244
08:55:39.293 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001247
08:55:39.313 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001373
08:55:39.330 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001374
08:55:39.350 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001594
08:55:39.367 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001515
08:55:39.385 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001279
08:55:39.401 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001270
08:55:39.419 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001787
08:55:39.438 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001690
08:55:39.457 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001504
08:55:39.474 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.002384
08:55:39.491 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001512
08:55:39.508 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001397
08:55:39.525 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001499
08:55:39.542 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001585
08:55:39.561 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001453
08:55:39.579 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001652
08:55:39.596 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001372
08:55:39.612 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001178
08:55:39.628 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001206
08:55:39.647 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001297
08:55:39.665 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002504
08:55:39.681 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001572
08:55:39.699 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.002190
08:55:39.716 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001658
08:55:39.732 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001615
08:55:39.749 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.002069
08:55:39.767 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001950
08:55:39.783 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001452
08:55:39.799 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001301
08:55:39.816 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001304
08:55:39.832 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001086
08:55:39.850 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001949
08:55:39.866 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001852
08:55:39.884 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001534
08:55:39.900 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001595
08:55:39.917 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.002062
08:55:39.934 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001609
08:55:39.952 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001670
08:55:39.969 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001904
08:55:39.987 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001317
08:55:40.008 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002032
08:55:40.027 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001831
08:55:40.045 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001992
08:55:40.063 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001645
08:55:40.081 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001682
08:55:40.099 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001449
08:55:40.117 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001748
08:55:40.135 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001218
08:55:40.154 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001394
08:55:40.171 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001484
08:55:40.189 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001480
08:55:40.208 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001492
08:55:40.226 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001558
08:55:40.243 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001203
08:55:40.259 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001357
08:55:40.280 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001364
08:55:40.295 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001168
08:55:40.311 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001443
08:55:40.329 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001573
08:55:40.348 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001612
08:55:40.366 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001667
08:55:40.382 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001236
08:55:40.399 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001486
08:55:40.416 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001591
08:55:40.433 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001371
08:55:40.449 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001252
08:55:40.465 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001249
08:55:40.482 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001519
08:55:40.497 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001151
08:55:40.515 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001233
08:55:40.529 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001446
08:55:40.545 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001232
08:55:40.566 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001579
08:55:40.582 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001465
08:55:40.598 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001670
08:55:40.615 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001355
08:55:40.631 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001512
08:55:40.648 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001983
08:55:40.665 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001971
08:55:40.683 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001395
08:55:40.700 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001823
08:55:40.718 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001385
08:55:40.739 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.004143
08:55:40.758 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001633
08:55:40.782 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.002606
08:55:40.799 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001513
08:55:40.817 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001247
08:55:40.834 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001957
08:55:40.852 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001860
08:55:40.871 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001508
08:55:40.888 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001138
08:55:40.906 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001871
08:55:40.926 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001893
08:55:40.943 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.002380
08:55:40.961 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001183
08:55:40.978 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.002322
08:55:40.995 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001837
08:55:41.011 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001179
08:55:41.029 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001446
08:55:41.045 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001619
08:55:41.061 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001434
08:55:41.077 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001515
08:55:41.094 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001394
08:55:41.109 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001280
08:55:41.127 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001607
08:55:41.143 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001658
08:55:41.159 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001272
08:55:41.174 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001608
08:55:41.190 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.002694
08:55:41.206 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001216
08:55:41.222 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001247
08:55:41.240 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001082
08:55:41.255 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001573
08:55:41.271 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001367
08:55:41.287 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001209
08:55:41.302 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001101
08:55:41.319 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001303
08:55:41.334 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001363
08:55:41.350 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001327
08:55:41.366 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001562
08:55:41.383 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001658
08:55:41.399 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-x4gf5
|200|0.001336
08:55:41.416 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001310
08:55:41.432 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001265
08:55:41.448 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001751
08:55:41.465 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001490
08:55:41.481 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001646
08:55:41.496 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mw9hx
|200|0.001363
08:55:41.511 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001479
08:55:41.527 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-rkw5f
|200|0.001733
08:55:41.541 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001373
08:55:41.557 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-c94fv
|200|0.001397
08:55:41.573 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-m5k4b
|200|0.001113
08:55:41.588 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-nzbkj
|200|0.001267
08:55:41.603 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-fwzvb
|200|0.001402
08:55:41.620 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-fqzqp
|200|0.001692
