08:53:45.474 rc=0 TRACK blue | VERSION v1 | pod app-blue-7d4bc8b9c4-vz8dh
|200|0.001779
08:53:52.074 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001728
08:53:52.087 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001640
08:53:52.099 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001519
08:53:52.112 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001152
08:53:52.124 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001360
08:53:52.138 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001690
08:53:52.151 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001325
08:53:52.164 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001398
08:53:52.178 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001688
08:53:52.191 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001624
08:53:52.204 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001277
08:53:52.217 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001156
08:53:52.229 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001132
08:53:52.243 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001124
08:53:52.256 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001243
08:53:52.269 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.000986
08:53:52.282 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001146
08:53:52.296 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001139
08:53:52.309 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001158
08:53:52.322 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001107
08:53:52.335 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001107
08:53:52.349 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001165
08:53:52.361 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.000985
08:53:52.374 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.000951
08:53:52.387 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001292
08:53:52.400 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001037
08:53:52.412 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.000966
08:53:52.425 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001196
08:53:52.438 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001475
08:53:52.451 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001870
08:53:52.465 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001558
08:53:52.478 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001714
08:53:52.491 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001419
08:53:52.505 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001108
08:53:52.519 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001773
08:53:52.533 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001669
08:53:52.546 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001237
08:53:52.559 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001451
08:53:52.571 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001718
08:53:52.584 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001118
08:53:52.596 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001050
08:53:52.608 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001255
08:53:52.620 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001684
08:53:52.637 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.002069
08:53:52.651 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.002408
08:53:52.665 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001462
08:53:52.679 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001817
08:53:52.693 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001866
08:53:52.706 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001746
08:53:52.719 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001518
08:53:52.732 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001524
08:53:52.744 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001072
08:53:52.758 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001206
08:53:52.769 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001083
08:53:52.781 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001210
08:53:52.794 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001512
08:53:52.807 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.000864
08:53:52.820 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001857
08:53:52.833 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001448
08:53:52.846 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001974
08:53:52.859 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001449
08:53:52.875 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001851
08:53:52.889 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001735
08:53:52.901 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001429
08:53:52.914 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001391
08:53:52.927 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001274
08:53:52.939 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001632
08:53:52.952 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.000993
08:53:52.965 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001665
08:53:52.977 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.000876
08:53:52.991 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001026
08:53:53.006 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001962
08:53:53.019 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001786
08:53:53.031 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001028
08:53:53.045 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001794
08:53:53.059 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001255
08:53:53.071 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001143
08:53:53.084 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001368
08:53:53.099 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001569
08:53:53.111 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001295
08:53:53.131 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001808
08:53:53.147 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001192
08:53:53.160 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001285
08:53:53.174 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001707
08:53:53.186 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.000898
08:53:53.199 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001202
08:53:53.211 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001097
08:53:53.224 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001159
08:53:53.238 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001192
08:53:53.251 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001152
08:53:53.265 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001110
08:53:53.278 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.000990
08:53:53.291 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001062
08:53:53.305 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001189
08:53:53.318 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001429
08:53:53.331 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001116
08:53:53.345 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001246
08:53:53.358 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001240
08:53:53.370 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001170
08:53:53.382 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001234
08:53:53.394 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001020
08:53:53.407 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001054
08:53:53.420 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001199
08:53:53.434 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001066
08:53:53.448 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001225
08:53:53.461 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001141
08:53:53.473 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001142
08:53:53.486 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001022
08:53:53.498 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001145
08:53:53.512 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001029
08:53:53.525 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001129
08:53:53.538 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001157
08:53:53.551 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001074
08:53:53.563 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.000971
08:53:53.575 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001062
08:53:53.588 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001250
08:53:53.600 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001071
08:53:53.613 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.000960
08:53:53.625 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.000892
08:53:53.638 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001087
08:53:53.651 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001155
08:53:53.664 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001124
08:53:53.677 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.000943
08:53:53.689 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001192
08:53:53.702 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001109
08:53:53.716 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001246
08:53:53.731 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001584
08:53:53.749 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001158
08:53:53.768 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001589
08:53:53.782 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001218
08:53:53.795 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001208
08:53:53.808 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.000975
08:53:53.821 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001308
08:53:53.834 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001272
08:53:53.848 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001291
08:53:53.861 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001165
08:53:53.874 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001168
08:53:53.888 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001265
08:53:53.902 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001237
08:53:53.915 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001221
08:53:53.928 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001195
08:53:53.941 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001286
08:53:53.956 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001238
08:53:53.969 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001123
08:53:53.981 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001260
08:53:53.995 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001244
08:53:54.009 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001058
08:53:54.022 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001124
08:53:54.035 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001072
08:53:54.048 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001284
08:53:54.061 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001075
08:53:54.075 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001239
08:53:54.089 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001114
08:53:54.102 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001126
08:53:54.117 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001265
08:53:54.130 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001076
08:53:54.144 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001180
08:53:54.157 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001212
08:53:54.169 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001088
08:53:54.181 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001134
08:53:54.195 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001227
08:53:54.208 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001037
08:53:54.222 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001212
08:53:54.236 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001169
08:53:54.250 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001268
08:53:54.264 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001071
08:53:54.278 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001007
08:53:54.292 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001296
08:53:54.305 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001116
08:53:54.319 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001051
08:53:54.332 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001263
08:53:54.347 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001374
08:53:54.362 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001285
08:53:54.375 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001148
08:53:54.388 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001126
08:53:54.403 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001275
08:53:54.417 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001091
08:53:54.430 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001231
08:53:54.445 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001249
08:53:54.459 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001055
08:53:54.472 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001029
08:53:54.487 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001286
08:53:54.502 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001279
08:53:54.516 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001134
08:53:54.530 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001099
08:53:54.545 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001233
08:53:54.558 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.000986
08:53:54.572 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001247
08:53:54.586 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001274
08:53:54.599 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001214
08:53:54.613 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001139
08:53:54.626 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001184
08:53:54.641 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001300
08:53:54.655 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001262
08:53:54.668 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001104
08:53:54.682 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001095
08:53:54.696 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001254
08:53:54.710 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.000963
08:53:54.723 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001294
08:53:54.737 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001199
08:53:54.750 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001272
08:53:54.763 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001030
08:53:54.776 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001128
08:53:54.790 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001060
08:53:54.803 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001134
08:53:54.817 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001210
08:53:54.830 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001129
08:53:54.844 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001216
08:53:54.858 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001063
08:53:54.870 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001076
08:53:54.884 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001212
08:53:54.898 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001332
08:53:54.911 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001242
08:53:54.925 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001221
08:53:54.937 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.000969
08:53:54.952 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001452
08:53:54.965 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001075
08:53:54.979 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001123
08:53:54.993 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001192
08:53:55.006 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001199
08:53:55.021 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001459
08:53:55.036 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001241
08:53:55.050 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001119
08:53:55.064 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001088
08:53:55.079 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001241
08:53:55.095 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001435
08:53:55.109 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001284
08:53:55.125 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001392
08:53:55.139 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001003
08:53:55.154 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001069
08:53:55.169 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001276
08:53:55.183 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001180
08:53:55.198 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001216
08:53:55.211 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001083
08:53:55.227 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001436
08:53:55.241 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.000998
08:53:55.255 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001049
08:53:55.270 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001123
08:53:55.284 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001140
08:53:55.299 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001108
08:53:55.314 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001107
08:53:55.328 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001126
08:53:55.342 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001104
08:53:55.355 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001163
08:53:55.369 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001257
08:53:55.383 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.000984
08:53:55.398 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001256
08:53:55.412 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-mcfdv
|200|0.001089
08:53:55.428 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001434
08:53:55.443 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001286
08:53:55.458 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001289
08:53:55.473 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001228
08:53:55.487 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.000903
08:53:55.502 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-kfm97
|200|0.001159
08:53:55.518 rc=0 TRACK green | VERSION v2 | pod app-green-5cf85b9497-pvpnj
|200|0.001115
